created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Sat Jun 19 01:32:07 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,562,440,notHaziqnal,234,355,False, ,@shawajason,Malaysia 
Sat Jun 19 01:32:08 +0000 2021,Twitter for iPad,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1098,101,Cdnvotr,620,1352,False,#covid19, ,Not provided
Sat Jun 19 01:32:20 +0000 2021,Twitter Web App,look out Wyoming!!,look out Wyoming,neutral,0.0,0.0,en,0,0,JimSpen85628222,9,174,unknown, , ,Not provided
Sat Jun 19 01:32:29 +0000 2021,Twitter for iPhone,@katewallistweet @NightShiftMD There is provision for ‘international’ vaccination - anything approved by WHO (which includes AZ). The CDC hid the details in the small print with an *. This tweet ⬇️⬇️ shows the text listing the international vaccines. To your question: I think no. Just indicate Yes and date.,@katewallistweet @NightShiftMD There is provision for international’ vaccination anything approved by WHO which includes AZ The CDC hid the details in the small print with an This tweet shows the text listing the international vaccines To your question I think no Just indicate Yes and date,negative,-0.08333333333333333,0.13333333333333333,en,1,1,NightShiftMD,69471,4135,unknown, ,@katewallistweet @nightshiftmd,Toronto
Sat Jun 19 01:32:35 +0000 2021,Twitter for Android,"About #COVID19 vaccines @ndtv, 14 Jun (1/2)
- Don’t expect very efficient &amp; safe COVID19 vax
- In short term, vax from good companies can be helped
- Weakness of vax: less efficiency against novel variants , lack of vax studies, safety data, &amp; knowledge of gain-of-functions virus","About #COVID19 vaccines @ndtv, 14 Jun 12 Don’t expect very efficient amp safe COVID19 vax In short term, vax from good companies can be helped Weakness of vax less efficiency against novel variants , lack of vax studies, safety data, amp knowledge of gainoffunctions virus",positive,0.24666666666666665,0.3533333333333334,en,1677,1164,ngbooseng2,1,21,unknown,#covid19,@ndtv,Not provided
Sat Jun 19 01:32:42 +0000 2021,Vaccine finder,"Pin Code:[412115] 
Symbiosis University Hospital
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,
Dose… https://t.co/6mBgKOFouT","Pin Code412115 Symbiosis University Hospital Vaccines COVISHIELD, Min Age Limit 18, Dose1 Capacity 1, Dose httpstco6mBgKOFouT",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:32:42 +0000 2021,Vaccine finder,"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 35,23,… https://t.co/bqdM41llYV","Pin Code411004 BMCCDEENANATH HOSPITAL PVT Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 35,23, httpstcobqdM41llYV",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:32:42 +0000 2021,Vaccine finder,"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/OD2n4RZoDa","Pin Code411027 District Hospital Aundh Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dose2 Capa httpstcoOD2n4RZoDa",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:32:42 +0000 2021,Vaccine finder,"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 824,0,… https://t.co/MC2RgxQDin","Pin Code411038 BSMDeenanath Hosp Pvt PMC Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 824,0, httpstcoMC2RgxQDin",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:32:44 +0000 2021,Twitter for Android,"Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN","Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac, and dozens have been hospitalized, officials said, as concerns grow about the efficacy of some #Vaccines against more infectious variants httpstcoIo7EPbSLUN",positive,0.25,0.25,en,58,38,libertytrader17,314,138,False,#covid19 #indonesia #sinovac #vaccines, ,Texas USA
Sat Jun 19 01:32:49 +0000 2021,Twitter for Android,"""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only get worse.

Less than 2% of Africa’s population has been vaccinated. Vaccines donated next year will be far too late."" 

-@DrTedros @WHO #VaccinEquity https://t.co/Wo6WViwwfc","In Africa, #COVID19 cases have increased by 52 just in the past week amp deaths have increased by 32 We expect things to only get worse Less than 2 of Africa’s population has been vaccinated Vaccines donated next year will be far too late @DrTedros @WHO #VaccinEquity httpstcoWo6WViwwfc",negative,-0.14523809523809522,0.5023809523809525,en,32,34,Santhosh87ks,5,32,False,#covid19 #vaccinequity,@drtedros @who,Shimoga India
Sat Jun 19 01:32:50 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,563,441,SuryaniRahim,346,417,False, ,@shawajason,Malaysia
Sat Jun 19 01:32:57 +0000 2021,Twitter for Android,"2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2 The Delta variant should pose little threat if youre fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines That puts the South and parts of rural America at risk httpstcojzL6kUR8uW httpstcoxsJD4TJIlE",positive,0.028124999999999997,0.35,en,27,16,JoaniSparkles,7323,7904,False,#covid19, ,Ministry of Magic London
Sat Jun 19 01:33:01 +0000 2021,SocialChamp IO,"The @WHO has sent a letter to the @WhiteHouse, asking it to urgently send #COVID19 vaccines to #Zambia, #Angola and #Zimbabwe.

https://t.co/CV4iNwMRm6","The @WHO has sent a letter to the @WhiteHouse, asking it to urgently send #COVID19 vaccines to #Zambia, #Angola and #Zimbabwe httpstcoCV4iNwMRm6",neutral,0.0,0.0,en,28,14,TheAfricaReport,189879,1162,False,#covid19 #zambia #angola #zimbabwe,@who @whitehouse,Paris France
Sat Jun 19 01:33:05 +0000 2021,Twitter for iPad,"2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2 The Delta variant should pose little threat if youre fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines That puts the South and parts of rural America at risk httpstcojzL6kUR8uW httpstcoxsJD4TJIlE",positive,0.028124999999999997,0.35,en,27,17,debsomewhere,6158,6613,False,#covid19, ,Somewhere USA
Sat Jun 19 01:33:20 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,565,444,belhizami,361,154,False, ,@shawajason,Damansara Selangor
Sat Jun 19 01:33:31 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,565,445,HaiqalAriz17,75,2887,False, ,@shawajason,Not provided
Sat Jun 19 01:33:33 +0000 2021,Twitter Web App,"The vaccines can &amp; will outpace the variants, keep you out of hospital &amp; safe from Covid-19. Just keep getting them! It can be an amazing #Thanksgiving2021 if there's a #ThanksGettingVaccine summer. Let's do this Canada!
#DontWaitBeGreatVaccinate 🇨🇦💉 https://t.co/4cMnMBQNXG","The vaccines can amp will outpace the variants, keep you out of hospital amp safe from Covid19 Just keep getting them It can be an amazing #Thanksgiving2021 if theres a #ThanksGettingVaccine summer Lets do this Canada #DontWaitBeGreatVaccinate httpstco4cMnMBQNXG",positive,0.6875,0.7,en,1074,152,CndOht,560,662,False,#thanksgiving2021 #thanksgettingvaccine #dontwaitbegreatvaccinate, ,Cambridge Ontario
Sat Jun 19 01:33:43 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,565,446,me_Disavowed,719,170,False, ,@shawajason,Ipoh
Sat Jun 19 01:33:48 +0000 2021,Twitter for Android,"#COVID19’s rampage through South Asia is a warning to the world. The longer the virus is allowed to spread unchecked, the higher the risk of new variants emerging.

1 billion in the region are still waiting for vaccines. Countries that can must #DonateDosesNow @G7 https://t.co/4uwPT4qxaT","#COVID19’s rampage through South Asia is a warning to the world The longer the virus is allowed to spread unchecked, the higher the risk of new variants emerging 1 billion in the region are still waiting for vaccines Countries that can must #DonateDosesNow @G7 httpstco4uwPT4qxaT",positive,0.19318181818181818,0.4772727272727273,en,9,4,PATSERGY,149,237,False,#covid19 #donatedosesnow,@g7,Yaounde Cameroon
Sat Jun 19 01:33:55 +0000 2021,Twitter for iPhone,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1128,102,AaronBangay,137,90,False,#covid19, ,Barrie Ontario
Sat Jun 19 01:34:14 +0000 2021,Twitter for Android,@TBProof T3: Lack of commitment and as ever💰 from global political/policy community re: UNHLM commitments given how bad the impact of #COVID19 on #TB care services (20% global drop in pts diagnosed). Countries like South Africa working on TB Recovery Plans but still not released #TBProof,@TBProof T3 Lack of commitment and as ever from global politicalpolicy community re UNHLM commitments given how bad the impact of #COVID19 on #TB care services 20 global drop in pts diagnosed Countries like South Africa working on TB Recovery Plans but still not released #TBProof,negative,-0.23333333333333328,0.2222222222222222,en,6,3,drbharatgoswami,22,188,unknown,#covid19 #tb #tbproof,@tbproof,Patan  Gujarat  India
Sat Jun 19 01:35:07 +0000 2021,Twitter for iPhone,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1146,103,tmackay68,80,227,False,#covid19, ,Thunder Bay Ontario
Sat Jun 19 01:35:15 +0000 2021,Twitter for Android,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1150,104,dpenfold,492,812,False,#covid19, ,Guelph Ontario
Sat Jun 19 01:35:32 +0000 2021,haroldkritt2,"Bigotry, superstition, fear-mongering and anti-science positioning have been the major hurdles to vaccination missions around the world over decades.
#Covid19 #Vaccination

https://t.co/p6nQsmRbrZ","Bigotry, superstition, fearmongering and antiscience positioning have been the major hurdles to vaccination missions around the world over decades #Covid19 #Vaccination httpstcop6nQsmRbrZ",positive,0.0625,0.5,en,3,2,SyedaAnsari_,202,834,False,#covid19 #vaccination, ,Telangana
Sat Jun 19 01:35:55 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,570,450,mikenhoney,29,232,False, ,@shawajason,Not provided
Sat Jun 19 01:36:08 +0000 2021,Twitter for iPad,"2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2 The Delta variant should pose little threat if youre fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines That puts the South and parts of rural America at risk httpstcojzL6kUR8uW httpstcoxsJD4TJIlE",positive,0.028124999999999997,0.35,en,28,18,amys_here,1390,1089,False,#covid19, ,Canada
Sat Jun 19 01:36:17 +0000 2021,Twitter for Android,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1164,105,rgschwindt,3294,4758,False,#covid19, ,Kingston Ontario
Sat Jun 19 01:36:17 +0000 2021,Twitter for iPhone,"@monsta_sea It fcking expired you dick head

https://t.co/Nk3sE8uek9",@monsta_sea It fcking expired you dick head httpstcoNk3sE8uek9,neutral,0.0,0.0,en,0,0,eastwind47,16,99,unknown, ,@monsta_sea,Terra Firma
Sat Jun 19 01:36:24 +0000 2021,Twitter for Android,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1168,106,Bluejays7777,75,82,False,#covid19, ,Not provided
Sat Jun 19 01:36:25 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,571,451,InlovewithEichi,63,248,False, ,@shawajason,Not provided
Sat Jun 19 01:36:39 +0000 2021,Twitter Web App,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","Africa is in the midst of a fullblown third wave of coronavirus, the head of @WHOAFRO has warned Cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week @jriggers reports httpstcoCRDhqPHFWM",positive,0.16666666666666666,0.18888888888888888,en,618,692,rokudoku,59,641,False, ,@whoafro @jriggers,somewhere over the rainbow
Sat Jun 19 01:36:43 +0000 2021,Twitter for iPhone,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,971,309,hcenaoj,428,343,False,#wecandothis #covid19, ,ATL
Sat Jun 19 01:36:49 +0000 2021,Twitter for Android,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1176,107,MontelGino,6,64,False,#covid19, ,Canada
Sat Jun 19 01:36:52 +0000 2021,Twitter for iPhone,"#COVID19: France ""is delivering"" with an increase in global vaccine donations to 60 million, says Foreign Minister @JY_LeDrian: https://t.co/WTo8Cm4d2h https://t.co/yu9wssuAM3","#COVID19 France is delivering with an increase in global vaccine donations to 60 million, says Foreign Minister @JY_LeDrian httpstcoWTo8Cm4d2h httpstcoyu9wssuAM3",negative,-0.0625,0.0625,en,7,2,NadalDiplo,36470,6201,False,#covid19,@jy_ledrian,Caracas Venezuela
Sat Jun 19 01:37:31 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,573,453,syvbillv,4,68,False, ,@shawajason,Malaysia
Sat Jun 19 01:37:41 +0000 2021,Twitter for iPhone,And I was one of them ✌️ fully vaccinated 💉👏,And I was one of them fully vaccinated ,neutral,0.0,0.0,en,0,0,fringinto,586,508,unknown, , ,Toronto Ontario
Sat Jun 19 01:37:42 +0000 2021,Vaccine finder,"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/daduVnx8yQ","Pin Code411027 District Hospital Aundh Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dose2 Capa httpstcodaduVnx8yQ",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:37:42 +0000 2021,Vaccine finder,"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 805,0,… https://t.co/OuSAucmWV8","Pin Code411038 BSMDeenanath Hosp Pvt PMC Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 805,0, httpstcoOuSAucmWV8",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:37:42 +0000 2021,Vaccine finder,"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 17,23,… https://t.co/PqRl0nBT73","Pin Code411004 BMCCDEENANATH HOSPITAL PVT Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 17,23, httpstcoPqRl0nBT73",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:37:53 +0000 2021,Twitter for iPhone,RT @HHSGov: Find #COVID19 vaccines near you at https://t.co/jDq2UIq3Yj.,RT @HHSGov Find #COVID19 vaccines near you at httpstcojDq2UIq3Yj,positive,0.1,0.4,en,278,106,hippyniki,306,414,False,#covid19,@hhsgov,Arizona USA
Sat Jun 19 01:38:06 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,573,455,ShahirShaharum,113,306,False, ,@shawajason,Malaysia
Sat Jun 19 01:38:09 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,573,456,pjasugus,479,398,False, ,@shawajason,Shah Alam
Sat Jun 19 01:38:12 +0000 2021,Twitter for iPhone,"2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2 The Delta variant should pose little threat if youre fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines That puts the South and parts of rural America at risk httpstcojzL6kUR8uW httpstcoxsJD4TJIlE",positive,0.028124999999999997,0.35,en,31,19,bananasinhavana,230,1710,False,#covid19, ,United States
Sat Jun 19 01:38:16 +0000 2021,Twitter Web App,"Seeking a pill to cure #COVID19: 
Pharmaceutical companies eye alternative to vaccines https://t.co/oeB6Z2p54o via @FRANCE24",Seeking a pill to cure #COVID19 Pharmaceutical companies eye alternative to vaccines httpstcooeB6Z2p54o via @FRANCE24,neutral,0.0,0.0,en,0,0,DimoYagcioglu,4066,2522,unknown,#covid19,@france24,Athens Greece
Sat Jun 19 01:38:24 +0000 2021,Twitter for iPad,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1207,109,BorealJo,375,859,False,#covid19, ,Northern Ontario Canada
Sat Jun 19 01:38:30 +0000 2021,Twitter for iPhone,"2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2 The Delta variant should pose little threat if youre fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines That puts the South and parts of rural America at risk httpstcojzL6kUR8uW httpstcoxsJD4TJIlE",positive,0.028124999999999997,0.35,en,31,20,sorrykb,742,1366,False,#covid19, ,Los Angeles CA
Sat Jun 19 01:38:42 +0000 2021,Twitter for Android,"enough is enough..stfu!
stop humiliate us with more jln sesat pls",enough is enoughstfu stop humiliate us with more jln sesat pls,positive,0.25,0.5,en,0,0,wyonglow_,440,623,unknown, , ,sea
Sat Jun 19 01:38:58 +0000 2021,Twitter for iPhone,"2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2 The Delta variant should pose little threat if youre fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines That puts the South and parts of rural America at risk httpstcojzL6kUR8uW httpstcoxsJD4TJIlE",positive,0.028124999999999997,0.35,en,32,21,DocNickie,1269,1402,False,#covid19, ,Cornsquatch Country
Sat Jun 19 01:39:07 +0000 2021,Twitter for Android,"Top question asked right now: what to do about J&amp;J 1-shot #COVID19 vaccine &amp; rise of #DeltaVariant? Not medical advice: lots of immunologists are hypothesizing &amp; predicting mixing vaccines of different types could yield equal/better response. Trials TBD.🧵
https://t.co/Hd1l6hWo44",Top question asked right now what to do about JampJ 1shot #COVID19 vaccine amp rise of #DeltaVariant Not medical advice lots of immunologists are hypothesizing amp predicting mixing vaccines of different types could yield equalbetter response Trials TBD httpstcoHd1l6hWo44,positive,0.19642857142857142,0.4089285714285714,en,454,195,Manifest_Irony,10,102,False,#covid19 #deltavariant, ,Corntown USA
Sat Jun 19 01:39:22 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,573,457,letsgojihyo,3,16,False, ,@shawajason,Not provided
Sat Jun 19 01:39:22 +0000 2021,Twitter for iPhone,thread,thread,neutral,0.0,0.0,en,0,0,EvilOhm,5305,171,unknown, , ,West Hollywood CA
Sat Jun 19 01:39:24 +0000 2021,Twitter Web App,"The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says.

https://t.co/SLikyMpZd7","The Palestinian Authority PA cancels a deal to receive soontoexpire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed, the PA health minister says httpstcoSLikyMpZd7",neutral,0.0,0.0,en,11,16,sergiojgrmx,712,3881,False,#covid19 #israel, ,Ciudad de Mxico
Sat Jun 19 01:39:29 +0000 2021,Twitter for iPhone,.@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new COVID cases fall to one-year low. Read more in a recent update at https://t.co/lAVrdaGV47 and find #COVID19 news in Michigan at https://t.co/niRBexCYOy. https://t.co/lkqgfScVUK,@GovWhitmer announces state will open to full capacity on June 22 More than nine million vaccines administered as new COVID cases fall to oneyear low Read more in a recent update at httpstcolAVrdaGV47 and find #COVID19 news in Michigan at httpstconiRBexCYOy httpstcolkqgfScVUK,positive,0.21233766233766233,0.43636363636363634,en,433,136,MizJeniJonze,162,339,False,#covid19,@govwhitmer,Not provided
Sat Jun 19 01:39:30 +0000 2021,Twitter for iPhone,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,973,310,isawthesethings,2831,1490,False,#wecandothis #covid19, ,maryland
